timeStep faceId meshDensityCounting-PID16 meshDensityCounting-PID4 meshDensityCounting-PID7 meshDensityCounting-PID10 meshDensityCounting-PID13
16 12 0 3 4 0 0
16 13 0 1 9 0 0
16 14 0 10 11 0 0
16 15 0 0 8 0 0
16 16 0 0 5 0 0
16 17 0 0 8 0 0
16 18 0 2 5 0 0
16 19 0 1 11 0 0
16 20 0 0 7 0 0
16 21 0 1 11 0 0
16 22 0 0 6 0 0
16 23 0 1 12 0 0
16 24 0 0 8 0 0
16 25 0 0 8 0 0
16 26 0 0 7 0 0
16 27 0 0 7 0 0
16 28 0 1 7 0 0
16 29 0 14 11 0 0
16 30 0 5 10 0 0
16 31 0 8 10 0 0
16 32 0 5 7 0 0
16 33 0 NA NA NA 0
17 1 0 3 10 0 0
17 2 0 9 12 0 0
17 3 0 6 8 0 0
17 4 0 8 9 0 0
17 5 0 8 8 0 0
17 6 0 3 7 0 0
17 7 0 7 5 0 0
17 8 0 11 10 0 0
17 9 0 5 10 0 0
17 10 0 8 7 0 0
17 11 0 7 7 0 0
17 12 0 2 3 0 0
17 13 0 1 13 0 0
17 14 0 10 11 0 0
17 15 0 0 8 0 0
17 16 0 0 5 0 0
17 17 0 0 9 0 0
17 18 0 1 2 0 0
17 19 0 1 14 0 0
17 20 0 0 5 0 0
17 21 0 0 10 0 0
17 22 0 1 7 0 0
17 23 0 1 13 0 0
17 24 0 0 7 0 0
17 25 0 0 8 0 0
17 26 0 0 7 0 0
17 27 0 0 7 0 0
17 28 0 1 7 0 0
17 29 0 11 9 0 0
17 30 0 5 11 0 0
17 31 0 8 9 0 0
17 32 0 9 9 0 0
17 33 0 NA NA NA 0
18 1 0 4 11 0 0
18 2 0 8 10 0 0
18 3 0 6 9 0 0
18 4 0 7 9 0 0
18 5 0 6 6 0 0
18 6 0 4 6 0 0
18 7 0 6 5 0 0
18 8 0 9 12 0 0
18 9 0 5 8 0 0
18 10 0 8 7 0 0
18 11 0 9 10 0 0
18 12 0 1 1 0 0
18 13 0 2 13 0 0
18 14 0 9 10 0 0
18 15 0 0 4 0 0
18 16 0 0 4 0 1
18 17 0 0 11 0 0
18 18 0 1 5 0 0
18 19 0 1 13 0 0
18 20 0 0 6 0 0
18 21 0 0 11 0 0
18 22 0 1 9 0 0
18 23 0 0 11 0 0
18 24 0 0 9 0 0
18 25 0 0 7 0 0
18 26 0 0 6 0 0
18 27 0 0 8 0 0
18 28 0 1 7 0 0
18 29 0 9 10 0 0
18 30 0 4 9 0 0
18 31 0 7 9 0 0
18 32 0 11 10 0 0
18 33 0 NA NA NA 0
19 1 0 4 9 0 0
19 2 0 8 11 0 0
19 3 0 5 9 0 0
19 4 0 6 9 0 0
19 5 0 8 7 0 0
19 6 0 2 8 0 0
19 7 0 7 6 0 0
19 8 0 8 10 0 0
19 9 0 5 7 0 0
19 10 0 9 10 0 0
19 11 0 7 10 0 0
19 12 0 0 3 0 0
19 13 0 2 11 0 0
19 14 0 8 9 0 0
19 15 0 0 5 0 0
19 16 0 0 5 0 1
19 17 0 0 7 0 0
19 18 0 0 6 0 0
19 19 0 0 12 0 0
19 20 0 0 8 0 0
19 21 0 0 12 0 0
19 22 0 0 7 0 0
19 23 0 0 14 0 0
19 24 0 0 8 0 0
19 25 0 0 8 0 0
19 26 0 1 7 0 0
19 27 0 0 8 0 0
19 28 0 0 6 0 0
19 29 0 9 11 0 0
19 30 0 2 11 0 0
19 31 0 7 8 0 0
19 32 0 9 7 0 0
19 33 0 NA NA NA 0
20 1 0 2 11 0 0
20 2 0 5 12 0 0
20 3 0 5 7 0 0
20 4 0 7 10 0 0
20 5 0 5 8 0 0
20 6 0 2 8 0 0
20 7 0 7 6 0 0
20 8 0 9 7 0 0
20 9 0 6 8 0 0
20 10 0 7 9 0 0
20 11 0 8 8 0 0
20 12 0 1 3 0 0
20 13 0 1 11 0 0
20 14 0 7 9 0 0
20 15 0 0 5 0 0
20 16 0 0 5 0 1
20 17 1 0 8 0 0
20 18 0 0 6 0 0
20 19 0 0 11 0 0
20 20 0 0 10 0 0
20 21 0 0 11 0 0
20 22 0 0 7 0 1
20 23 0 0 13 0 0
20 24 0 0 8 0 0
20 25 0 0 9 0 0
20 26 0 1 7 0 0
20 27 0 0 8 0 0
20 28 0 0 7 0 0
20 29 0 8 9 0 0
20 30 0 2 10 0 0
20 31 0 7 7 0 0
20 32 0 8 10 0 0
20 33 0 NA NA NA 0
21 1 0 2 13 0 0
21 2 0 4 14 0 0
21 3 0 3 9 0 0
21 4 0 5 8 0 0
21 5 0 4 8 0 0
21 6 0 1 8 0 0
21 7 0 7 4 0 0
21 8 0 7 7 0 0
21 9 0 4 9 0 0
21 10 0 8 10 0 0
21 11 0 7 7 0 0
21 12 0 2 5 0 0
21 13 0 0 10 0 0
21 14 0 6 8 0 0
21 15 0 0 7 0 1
21 16 0 0 4 0 1
21 17 2 0 10 0 0
21 18 0 0 4 0 0
21 19 0 0 10 0 0
21 20 0 0 7 0 0
21 21 0 0 11 0 0
21 22 0 0 10 0 1
21 23 0 0 11 0 0
21 24 0 0 9 0 0
21 25 0 0 9 0 0
21 26 0 1 6 0 0
21 27 0 0 8 0 0
21 28 0 0 7 0 0
21 29 0 9 8 0 0
21 30 0 1 11 0 0
21 31 0 8 7 0 0
21 32 0 6 11 0 0
21 33 0 NA NA NA 0
22 1 0 2 13 0 0
22 2 0 3 11 0 0
22 3 0 3 9 0 0
22 4 0 5 7 0 0
22 5 0 3 9 0 0
22 6 0 1 10 0 0
22 7 0 6 6 0 0
22 8 0 7 7 0 0
22 9 0 4 10 0 0
22 10 0 6 8 0 0
22 11 0 8 9 0 0
22 12 0 2 4 0 0
22 13 0 0 11 0 0
22 14 0 4 7 0 0
22 15 2 0 6 0 1
22 16 0 0 3 0 1
22 17 1 0 9 0 0
22 18 0 0 4 0 0
22 19 0 0 12 0 0
22 20 0 0 8 0 0
22 21 0 0 11 0 0
22 22 1 0 9 0 1
22 23 0 0 11 0 0
22 24 0 0 8 0 0
22 25 0 0 9 0 0
22 26 0 0 5 0 0
22 27 0 0 9 0 0
22 28 0 0 10 0 0
22 29 0 6 10 0 0
22 30 0 1 9 0 0
22 31 0 8 8 0 0
22 32 0 8 12 0 0
22 33 0 NA NA NA 0
23 1 0 2 14 0 0
23 2 0 3 12 0 0
23 3 0 1 9 0 0
23 4 0 3 8 0 0
23 5 0 3 10 0 0
23 6 0 0 10 0 0
23 7 0 5 7 0 0
23 8 0 8 10 0 0
23 9 0 1 8 0 0
23 10 0 7 8 0 0
23 11 0 7 9 0 0
23 12 0 1 5 0 0
23 13 0 0 10 0 0
23 14 0 4 9 0 0
23 15 1 0 5 0 0
23 16 2 0 4 0 1
23 17 1 0 8 0 1
23 18 0 0 3 0 1
23 19 0 0 12 0 0
23 20 0 0 7 0 0
23 21 0 0 11 0 0
23 22 1 0 9 0 1
23 23 0 0 11 0 0
23 24 0 0 5 0 0
23 25 0 0 9 0 0
23 26 0 0 5 0 0
23 27 0 0 9 0 0
23 28 0 0 8 0 0
23 29 0 5 11 0 0
23 30 0 0 9 0 0
23 31 0 9 8 0 0
23 32 0 9 10 0 0
23 33 0 NA NA NA 0
24 1 0 2 16 0 0
24 2 0 1 13 0 0
24 3 0 2 8 0 0
24 4 0 3 6 0 0
24 5 0 2 9 0 0
24 6 0 0 8 0 0
24 7 0 7 8 0 0
24 8 0 5 9 0 0
24 9 0 1 8 0 0
24 10 0 6 7 0 0
24 11 0 5 8 0 0
24 12 0 0 7 0 0
24 13 0 0 10 0 0
24 14 0 5 9 0 0
24 15 0 0 5 0 0
24 16 4 0 6 0 2
24 17 1 0 7 0 1
24 18 0 0 4 0 1
24 19 0 0 11 0 0
24 20 0 0 6 0 0
24 21 0 0 11 0 0
24 22 0 0 7 0 1
24 23 0 0 12 0 0
24 24 0 0 7 0 0
24 25 0 0 9 0 0
24 26 0 0 6 0 0
24 27 0 0 9 0 0
24 28 0 0 6 0 0
24 29 0 4 10 0 0
24 30 0 0 10 0 0
24 31 0 7 10 0 0
24 32 0 8 8 0 0
24 33 0 NA NA NA 0
25 1 0 2 13 0 0
25 2 0 1 13 0 0
25 3 0 2 9 0 0
25 4 0 2 9 0 0
25 5 0 1 12 0 0
25 6 0 0 8 0 0
25 7 0 7 7 0 0
25 8 0 5 8 0 0
25 9 0 1 8 0 0
25 10 0 4 7 0 0
25 11 0 5 6 0 0
25 12 0 0 4 0 0
25 13 0 0 9 0 0
25 14 0 4 10 0 0
25 15 1 0 6 0 0
25 16 4 0 5 0 2
25 17 0 0 7 0 1
25 18 0 0 4 0 1
25 19 0 0 13 0 0
25 20 0 0 7 0 1
25 21 1 0 10 0 1
25 22 0 0 6 0 0
25 23 0 0 12 0 0
25 24 0 0 9 0 0
25 25 0 0 9 0 0
25 26 0 0 6 0 0
25 27 0 0 8 0 0
25 28 0 0 10 0 0
25 29 0 5 10 0 0
25 30 0 0 9 0 0
25 31 0 5 7 0 0
25 32 0 5 9 0 0
25 33 0 NA NA NA 0
26 1 0 2 16 0 0
26 2 0 1 11 0 0
26 3 0 1 8 0 0
26 4 0 0 9 0 0
26 5 0 1 10 0 0
26 6 0 0 8 0 0
26 7 0 4 9 0 0
26 8 0 6 8 0 0
26 9 0 0 10 0 0
26 10 0 3 7 0 0
26 11 0 4 8 0 0
26 12 0 0 2 0 0
26 13 0 0 11 0 0
26 14 0 3 9 0 0
26 15 2 0 4 0 0
26 16 4 0 5 0 2
26 17 0 0 8 0 1
26 18 1 0 2 0 0
26 19 0 0 11 0 0
26 20 0 0 9 0 0
26 21 0 0 11 0 2
26 22 0 0 6 0 0
26 23 0 0 10 0 0
26 24 0 0 10 0 0
26 25 0 0 8 0 0
26 26 0 0 7 0 0
26 27 0 0 8 0 0
26 28 0 0 10 0 0
26 29 0 1 11 0 0
26 30 0 0 9 0 0
26 31 0 6 7 0 0
26 32 0 7 8 0 0
26 33 0 NA NA NA 0
27 1 0 2 16 0 0
27 2 0 0 11 0 0
27 3 0 3 8 0 0
27 4 0 0 9 0 0
27 5 0 1 9 0 0
27 6 0 0 9 0 0
27 7 0 3 8 0 0
27 8 0 4 11 0 0
27 9 0 0 8 0 0
27 10 0 4 7 0 0
27 11 0 5 8 0 0
27 12 0 0 5 0 0
27 13 0 0 11 0 0
27 14 0 1 9 0 0
27 15 4 0 6 0 1
27 16 2 0 4 0 2
27 17 0 0 7 0 1
27 18 1 0 3 0 0
27 19 1 0 12 0 0
27 20 0 0 8 0 0
27 21 1 0 11 0 2
27 22 0 0 6 0 0
27 23 0 0 10 0 0
27 24 0 0 9 0 0
27 25 0 0 8 0 0
27 26 0 0 6 0 0
27 27 0 0 6 0 0
27 28 0 0 10 0 0
27 29 0 1 13 0 0
27 30 0 0 10 0 0
27 31 0 4 8 0 0
27 32 0 6 8 0 0
27 33 0 NA NA NA 0
28 1 0 2 12 0 0
28 2 0 0 10 0 0
28 3 0 2 9 0 0
28 4 0 0 11 0 0
28 5 0 0 8 0 0
28 6 0 0 11 0 0
28 7 0 3 8 0 0
28 8 0 3 9 0 0
28 9 0 0 10 0 0
28 10 0 2 7 0 0
28 11 0 5 7 0 0
28 12 0 0 6 0 0
28 13 0 0 10 0 0
28 14 0 1 9 0 0
28 15 2 0 7 0 2
28 16 3 0 5 0 1
28 17 0 0 9 0 2
28 18 1 0 1 0 1
28 19 2 0 13 0 0
28 20 1 0 6 0 1
28 21 1 0 12 0 2
28 22 0 0 8 0 0
28 23 0 0 11 0 0
28 24 0 0 8 0 0
28 25 0 0 8 0 0
28 26 0 0 8 0 0
28 27 0 0 7 0 0
28 28 0 0 6 0 0
28 29 0 1 11 0 0
28 30 0 0 12 0 0
28 31 0 4 7 0 0
28 32 0 3 9 0 0
28 33 0 NA NA NA 0
29 1 0 1 13 0 0
29 2 0 0 10 0 0
29 3 0 2 7 0 0
29 4 0 0 11 0 0
29 5 0 0 9 0 0
29 6 0 0 9 0 0
29 7 0 1 9 0 0
29 8 0 2 8 0 0
29 9 0 0 9 0 0
29 10 0 1 7 0 0
29 11 0 4 6 0 0
29 12 0 0 3 0 0
29 13 0 0 10 0 0
29 14 0 1 11 0 0
29 15 3 0 7 0 2
29 16 2 0 5 0 1
29 17 1 0 9 0 1
29 18 3 0 1 0 1
29 19 1 0 11 0 0
29 20 1 0 9 0 1
29 21 1 0 10 0 1
29 22 0 0 10 0 1
29 23 0 0 13 0 1
29 24 0 0 7 0 0
29 25 0 0 8 0 0
29 26 0 0 8 0 0
29 27 0 0 9 0 0
29 28 0 0 8 0 0
29 29 0 0 10 0 0
29 30 0 0 11 0 0
29 31 0 4 8 0 0
29 32 0 2 8 0 0
29 33 0 NA NA NA 0
30 1 0 1 13 0 0
30 2 0 0 12 0 0
30 3 0 2 8 0 0
30 4 0 0 11 0 0
30 5 0 0 13 0 0
30 6 0 0 7 0 0
30 7 0 1 10 0 0
30 8 0 1 8 0 0
30 9 0 0 9 0 0
30 10 0 0 8 0 0
30 11 0 2 6 0 0
30 12 0 0 3 0 0
30 13 0 0 8 0 0
30 14 0 1 9 0 0
30 15 3 0 4 0 1
30 16 3 0 6 0 2
30 17 2 0 10 0 1
30 18 3 0 3 0 1
30 19 1 0 9 0 0
30 20 1 0 7 0 0
30 21 1 0 12 0 1
30 22 0 0 10 0 1
30 23 0 0 11 0 1
30 24 0 0 9 0 1
30 25 0 0 9 0 0
30 26 0 0 8 0 0
30 27 0 0 8 0 0
30 28 0 0 8 0 0
30 29 0 0 10 0 0
30 30 0 0 11 0 0
